English words/sentences,French words/sentences
They bought quite a few books.,Ils ont acheté pas mal de livres.
They built a snowman together.,Ils ont fait un bonhomme de neige ensemble.
They burned all the documents.,Ils brûlèrent tous les documents.
They burned all the documents.,Elles ont brûlé tous les documents.
They carried water in buckets.,Ils ont porté l'eau dans des seaux.
They carried water in buckets.,Elles ont porté l'eau dans des seaux.
They carried water in buckets.,Ils portèrent l'eau dans des seaux.
They carried water in buckets.,Elles portèrent l'eau dans des seaux.
They changed it very recently.,Ils l'ont changé très récemment.
They changed it very recently.,Elles l'ont changé très récemment.
They cleared the road of snow.,Ils ont dégagé la neige de la route.
They did not have enough gold.,Ils n'avaient pas assez d'or.
They do not know how to do it.,Ils ne savent pas comment le faire.
They don't get along together.,Ils ne s'entendent pas ensemble.
They fear that he may be dead.,Ils craignent qu'il ne soit mort.
They have to repair their car.,Ils doivent réparer leur voiture.
They have to repair their car.,Elles doivent réparer leur véhicule.
They haven't learned anything.,Ils n'ont rien appris.
They invited me to play cards.,Ils m'ont invité à jouer aux cartes.
They kept their love a secret.,Ils ont gardé leur amour secret.
They left the room one by one.,Elles sortirent de la pièce une par une.
They lived happily ever after.,Ils vécurent heureux et eurent beaucoup d'enfants.
They made a list of the names.,Ils dressèrent une liste des noms.
They might be taller than you.,Ils pourraient peut-être être plus grands que vous.
They might be taller than you.,Ils pourraient peut-être être plus grands que toi.
They might be taller than you.,Elles pourraient peut-être être plus grandes que vous.
They might be taller than you.,Elles pourraient peut-être être plus grandes que toi.
They named the baby Momotarou.,Ils appelèrent le bébé Momotarou.
They probably didn't hear you.,Ils ne t'ont probablement pas entendu.
They refused to join the army.,Ils refusèrent d'entrer dans l'armée.
They say that he is very rich.,Ils disent qu'il est très riche.
"They shoot horses, don't they?","Ils tirent sur les chevaux, n'est-ce pas ?"
They showed it to our company.,Ils le montrèrent à nos convives.
They showed it to our company.,Elles le montrèrent à nos convives.
They showed it to our company.,Ils l'ont montré à nos convives.
They showed it to our company.,Elles l'ont montré à nos convives.
They started at the same time.,Ils ont commencé en même temps.
They stayed at a luxury hotel.,Ils ont séjourné dans un hôtel de luxe.
They stayed at a luxury hotel.,Elles ont séjourné dans un hôtel de luxe.
They strolled along the beach.,Ils se promenèrent le long de la plage.
They strolled along the beach.,Elles se promenèrent le long de la plage.
They used a high-speed camera.,Ils ont utilisé un appareil photo à haute vitesse.
They waited for him for hours.,Ils attendirent des heures après lui.
They wanted me out of the way.,Ils voulaient me mettre à l'écart.
They went their separate ways.,Ils sont partis chacun de leur côté.
They were admiring themselves.,Ils s'admiraient eux-mêmes.
They were enjoying themselves.,Ils s'amusaient.
They were enjoying themselves.,Ils étaient en train de s'amuser.
They were enjoying themselves.,Elles s'amusaient.
They were enjoying themselves.,Elles étaient en train de s'amuser.
They were free at that moment.,Ils étaient libres à ce moment.
They were watching television.,Ils regardaient la télévision.
They were watching television.,Ils étaient en train de regarder la télévision.
They will hold talks tomorrow.,Ils auront des discussions demain.
They will hold talks tomorrow.,Elles auront des discussions demain.
They will hold talks tomorrow.,Ils auront des pourparlers demain.
They will hold talks tomorrow.,Elles auront des pourparlers demain.
They will hold talks tomorrow.,"Ce sont eux qui auront des pourparlers, demain."
They will hold talks tomorrow.,"Ce sont elles qui auront des pourparlers, demain."
They will take the 8:30 train.,Ils prendront le train de 8h30.
They won't give themselves up.,Ils ne se rendront pas.
They won't tell you the truth.,Ils ne te diront pas la vérité.
They won't tell you the truth.,Ils ne vous diront pas la vérité.
They won't tell you the truth.,Elles ne vous diront pas la vérité.
They won't tell you the truth.,Elles ne te diront pas la vérité.
They worked through the night.,Elles travaillèrent toute la nuit.
They worked through the night.,Elles ont travaillé toute la nuit.
They worked through the night.,Ils travaillèrent toute la nuit.
They worked through the night.,Ils ont travaillé toute la nuit.
They'll never know we're here.,Ils ne sauront jamais que nous sommes là.
They'll never know we're here.,Elles ne sauront que nous sommes là.
They'll wait for us to arrive.,Ils vont attendre que nous arrivions.
They're not going to catch us.,Ils ne vont pas nous attraper.
They're not prepared for this.,Elles ne sont pas préparées à ceci.
They're not prepared for this.,Ils ne sont pas préparés à ça.
They're related to each other.,Ils sont apparentés.
They're smiling at each other.,Ils se sourient.
They're smiling at each other.,Elles se sourient.
They're the cream of the crop.,Ils forment le dessus du panier.
They're the cream of the crop.,Elles forment le dessus du panier.
They're walking without shoes.,Ils marchent pieds nus.
Things are not what they seem.,Les choses ne sont pas ce qu'elles paraissent.
Things are not what they seem.,Les choses ne sont pas ce qu'elles semblent être.
Things did not go as intended.,Les choses ne se sont pas déroulées comme prévu.
Thirteen percent were opposed.,Treize pour cent étaient contre.
This apple has started to rot.,Cette pomme a commencé à pourrir.
This biography is fascinating.,Cette biographie est fascinante.
This book is full of mistakes.,Ce livre est plein de fautes.
This book isn't worth reading.,Ce livre ne vaut pas le coup d'être lu.
This book sells well in Japan.,Ce livre se vend bien au Japon.
This box contains five apples.,Cette boîte contient cinq pommes.
This box is made of cardboard.,Cette boîte est faite de carton.
This box is made of cardboard.,Cette caisse est faite de carton.
This bread smells really good.,Ce pain sent vraiment très bon.
This bridge is built of stone.,Ce pont est fait de pierres.
This bridge is built of stone.,Ce pont est de pierre.
This camera is Tom's favorite.,Cet appareil photo est le favori de Tom.
This camera is very expensive.,Cet appareil photo est très cher.
This candy costs eighty cents.,Cette sucrerie coûte huitante centimes.
This car doesn't belong to me.,Cette voiture ne m'appartient pas.
This car is used by my father.,Cette voiture est utilisée par mon père.
This castle was built in 1610.,Ce château a été construit en 1610.
This chair is made of plastic.,Cette chaise est en plastique.
This chimney is made of brick.,Cette cheminée est de briques.
This chimney is made of brick.,Cette cheminée est faite de briques.
This clock seems to be broken.,Cette horloge semble cassée.
This coffee is not hot enough.,Ce café n'est pas assez chaud.
This couch is not comfortable.,Ce canapé n'est pas confortable.
This device may come in handy.,Ce dispositif peut se révéler bien utile.
This doesn't look good at all.,Ça ne me dit rien qui vaille.
This dog eats almost anything.,Ce chien mange pratiquement n'importe quoi.
This fruit doesn't taste good.,Ce fruit n'a pas bon goût.
This girl is driving me crazy.,Cette fille me rend dingue.
"This house is mine, not yours.","Cette maison est la mienne, pas la tienne."
"This house is mine, not yours.","Cette maison est la mienne, pas la vôtre."
"This is Tom's shirt, not mine.","C'est la chemise de Tom, pas la mienne."
This is a difficult situation.,C'est une situation difficile.
This is a hundred dollar bill.,C'est une facture de cent dollars.
This is a hundred dollar bill.,C'est un billet de cent dollars.
This is a little gift for you.,C'est un petit cadeau pour vous.
This is a recipe for disaster.,C'est la recette du désastre.
This is a short term solution.,C'est une solution à court terme.
This is a stressful situation.,C'est une situation stressante.
This is a very low-stress job.,C'est un travail de très faible contrainte.
This is an opera in five acts.,C'est un opéra en cinq actes.
This is an option to consider.,C'est une possibilité à envisager.
This is delicious. What is it?,C'est délicieux. Qu'est-ce que c'est?
This is exactly what I needed.,C'est exactement ce dont j'avais besoin.
This is exactly what I needed.,C'est exactement ce qu'il me fallait.
This is how I learned English.,Et ainsi ai-je appris l'anglais.
This is how I learned English.,C'est ainsi que j'ai appris l'anglais.
This is how I met your mother.,C'est comme cela que j'ai rencontré ta mère.
This is my natural hair color.,Je ne me teins pas les cheveux.
This is no place for children.,Ce n'est pas un endroit pour les enfants.
This is none of your business.,Ce ne sont pas tes affaires.
This is none of your business.,Cela ne vous regarde pas.
This is not going to end well.,Ça ne va pas bien finir.
This is not going to end well.,Ça ne va pas bien se terminer.
This is something to consider.,C'est quelque chose à prendre en considération.
This is still not good enough.,Ce n'est toujours pas assez bon.
This is the boy who helped me.,C'est le garçon qui m'a aidé.
This is the life that I chose.,C'est la vie que j'ai choisie.
This is what I can do for you.,C'est ce que je peux faire pour vous.
This is where I draw the line.,C'est là ma limite.
This is where my father works.,C'est l'endroit où travaille mon père.
This is worth one million yen.,Ceci vaut un million de yen.
This is your captain speaking.,C'est votre capitaine qui s'adresse à vous.
This is your last opportunity.,C'est ta dernière chance.
This is your last opportunity.,C'est votre dernière chance.
This isn't a believable story.,Ce n'est pas une histoire crédible.
This isn't what Tom needs now.,Ce n'est pas ce dont Tom a besoin maintenant.
This isn't what it looks like.,Ce n'est pas ce que ça semble être.
This job is beyond my ability.,Ce travail dépasse ma compétence.
This key won't go in the lock.,Cette clef ne rentre pas dans la serrure.
