English words/sentences,French words/sentences
How in the world did you find me?,Comment diable m'avez-vous trouvée ?
How in the world did you find me?,Comment diable m'as-tu trouvée ?
How in the world did you find me?,Comment diable m'avez-vous trouvé ?
How is it going with your family?,Comment ça va avec ta famille ?
How long do we have to stay here?,Combien de temps devons-nous rester ici ?
How long have you been a teacher?,Combien de temps as-tu été enseignant ?
How long have you been a teacher?,Combien de temps as-tu été enseignante ?
How long have you been a teacher?,Combien de temps avez-vous été enseignant ?
How long have you been a teacher?,Combien de temps avez-vous été enseignante ?
How long have you lived in Japan?,Depuis combien de temps vis-tu au Japon ?
How long have you lived in Japan?,Depuis combien de temps vivez-vous au Japon ?
How long is your spring vacation?,Combien de temps durent tes vacances de printemps ?
How long were you alone with Tom?,Depuis quand étiez-vous seul avec Tom?
How long will the operation take?,Combien de temps durera l'opération ?
How many are there in your class?,Combien y en a-t-il dans ta classe ?
How many are there in your class?,Combien sont là dans ta classe ?
How many countries are in Africa?,Combien de pays se trouvent en Afrique ?
How many fingers am I holding up?,Combien de doigts ?
How many fingers am I holding up?,Combien ai-je de doigts levés ?
How many people are in your crew?,Combien de gens font-ils partie de votre équipage ?
How many people are in your crew?,Combien de gens font-ils partie de ton équipage ?
How many people are in your crew?,Combien de gens compte votre équipage ?
How many people are in your crew?,Combien de gens compte ton équipage ?
How many people do you know well?,Combien de personnes est-ce que vous connaissez bien ?
How many teeth does a horse have?,Combien de dents possède un cheval ?
How many years was Tom in Boston?,Combien d'années Tom a-t-il été à Boston ?
How much does this computer cost?,Combien coûte cet ordinateur ?
How much does this umbrella cost?,Combien coûte ce parapluie ?
How much does this umbrella cost?,Quel est le prix de ce parapluie ?
How much is the admission ticket?,Combien coûte le ticket d'entrée ?
How much is this tour per person?,Combien coûte cette excursion par personne ?
How often do you play volleyball?,À quelle fréquence jouez-vous au volley ?
How old might his grandfather be?,Quel âge pourrait bien avoir son grand-père ?
How soon can you get to my house?,En combien de temps peux-tu arriver chez moi ?
How soon can you get to my house?,En combien de temps pouvez-vous arriver chez moi ?
How would you like us to proceed?,Comment voudriez-vous que nous procédions ?
How would you like us to proceed?,Comment voudrais-tu que nous procédions ?
"Hurry up, or you'll miss the bus.",Dépêche-toi ou tu vas manquer le bus.
"Hurry up, or you'll miss the bus.",Dépêchez-vous ou vous allez manquer le car.
I actually don't know the answer.,Je ne connais en réalité pas la réponse.
I admit there are a few problems.,J'admets qu'il y a quelques problèmes.
I advised him to give up smoking.,Je lui ai conseillé d'arrêter de fumer.
I advised him to give up smoking.,Je lui conseillai d'arrêter de fumer.
I advised him to keep the secret.,Je lui ai conseillé de garder le secret.
I agree with this wholeheartedly.,Je suis d'accord avec ceci de tout mon cœur.
I agree with what you've written.,Je suis d'accord avec ce que vous avez écrit.
I agree with what you've written.,Je suis d'accord avec ce que tu as écrit.
I agreed to help him in his work.,Je fus d'accord de l'aider dans son travail.
I agreed to help him in his work.,J'ai été d'accord de l'aider dans son travail.
I allowed her to go to the party.,Je lui ai permis d'aller à la soirée.
I almost never work on Saturdays.,Je ne travaille presque jamais le samedi.
I already answered that question.,J'ai déjà répondu à cette question.
I already told you he isn't here.,Je vous ai déjà dit qu'il n'est pas ici.
I already told you he isn't here.,Je t'ai déjà dit qu'il n'est pas ici.
I always counted you as a friend.,Je t'ai toujours compté au nombre de mes amis.
I always counted you as a friend.,Je t'ai toujours comptée au nombre de mes amis.
I always counted you as a friend.,Je t'ai toujours comptée au nombre de mes amies.
I always counted you as a friend.,Je vous ai toujours comptée au nombre de mes amis.
I always counted you as a friend.,Je vous ai toujours comptée au nombre de mes amies.
I always counted you as a friend.,Je vous ai toujours compté au nombre de mes amis.
I always try to eat healthy food.,J'essaye toujours de manger des aliments sains.
I always try to eat healthy food.,J'essaye toujours de me nourrir sainement.
I am ashamed of my son's conduct.,J'ai honte du comportement de mon fils.
I am convinced of your innocence.,Je suis convaincu de ton innocence.
I am eating lunch with my sister.,Je suis en train de déjeuner avec ma sœur.
I am expecting a letter from her.,Je m'attendais à une lettre de sa part.
I am in favor of the proposition.,Je suis d'accord avec cette proposition.
I am interested in Asian history.,Je suis intéressé par l'histoire de l'Asie.
I am leaving town for a few days.,Je quitte la ville pour quelques jours.
I am leaving town for a few days.,Je m'éloigne de la ville pour quelques jours.
I am looking for a jewelry store.,Je cherche une bijouterie.
I am losing my patience with you.,Je perds patience avec toi.
I am losing my patience with you.,Je perds patience avec vous.
I am married and I have two sons.,Je suis mariée et j'ai deux fils.
I am married and I have two sons.,Je suis marié et j'ai deux fils.
"I am not a doctor, but a teacher.","Je ne suis pas médecin, mais professeur."
"I am not a doctor, but a teacher.","Je ne suis pas médecin, mais enseignant."
"I am not a doctor, but a teacher.","Je ne suis pas médecin, mais instituteur."
I am not the person I used to be.,Je ne suis pas la personne que je fus.
I am not the person I used to be.,Je ne suis pas la personne que j'étais.
I am responsible for the mistake.,Je suis responsable de cette erreur.
I am taking a couple of days off.,Je me prends quelques jours libres.
I am taking a couple of days off.,Je pars en vacances pour quelques jours.
I am taking a couple of days off.,Je prends quelques jours de congé.
I am thankful for the food I eat.,"Merci pour le repas, je vous en suis reconnaissant."
I am tired of my monotonous life.,J'en ai assez de ma vie monotone.
I am very glad to meet you today.,Je suis très heureux de te rencontrer aujourd'hui.
I am very grateful for your help.,Je suis très reconnaissant pour votre aide.
I appreciate anything you can do.,J'apprécie tout ce que tu peux faire.
I appreciate anything you can do.,J'apprécie tout ce que vous pouvez faire.
I appreciate what you did for me.,J'apprécie ce que tu as fait pour moi.
I asked Tom to keep an open mind.,J'ai demandé à Tom de garder un esprit ouvert.
I asked Tom what he wanted to do.,J'ai demandé à Tom ce qu'il voulait faire.
I asked him if he wanted a watch.,Je lui ai demandé s'il voulait une montre.
I asked him not to drive so fast.,Je lui ai demandé de ne pas conduire si vite.
I attempted to solve the problem.,J'ai essayé de résoudre le problème.
I attended the meeting yesterday.,J'ai assisté à la réunion d'hier.
I barely know anything about you.,Je n'en sais guère à votre sujet.
I barely know anything about you.,Je n'en sais guère à ton sujet.
I beg of you to listen carefully.,Je te prie d'écouter attentivement.
I believe she is a charming girl.,Je pense que c'est une fille charmante.
I believe that there's a mistake.,Je crois qu'il y a une erreur.
I believe things will get better.,Je crois que les choses vont s'améliorer.
I bet you didn't see that coming.,Je parie que tu n'as pas vu ça venir.
I bet you didn't see that coming.,Je parie que vous n'avez pas vu ça venir.
I bet you've got a few questions.,Je parie que vous avez quelques questions.
I bet you've got a few questions.,Je parie que tu as quelques questions.
I bought this book the other day.,J'ai acheté ce livre l'autre jour.
I bought this book the other day.,J'ai fait l'acquisition de ce livre l'autre jour.
I brought you a little something.,Je t'ai apporté un petit quelque chose.
I brush my teeth after breakfast.,Je me lave les dents après le petit-déjeuner.
I called and pretended I was Tom.,"J'ai téléphoné, en prétendant être Tom."
I can hardly wait to get started.,J'ai du mal à me retenir de commencer.
I can hardly wait until tomorrow.,Ça va être dur d'attendre jusqu'à demain.
I can hear a saxophone somewhere.,Je peux entendre un saxophone quelque part.
I can hear the wind in the trees.,J'entends le vent dans les arbres.
I can help you do that right now.,Je peux t'aider à faire ça maintenant.
I can help you do that right now.,Je peux vous aider à faire cela tout de suite.
I can't answer all the questions.,Je ne peux pas répondre à toutes les questions.
I can't believe I just said that.,Je n'arrive pas à croire que je vienne de dire ça.
I can't believe I'm hearing this.,Je n'arrive pas à croire que j'entends ça.
I can't believe how stupid I was.,Je n'arrive pas à croire combien j'ai été stupide.
I can't believe it's that simple.,Je n'arrive pas à croire que ce soit aussi simple.
I can't believe that didn't work.,Je n'arrive pas à croire que ça n'ait pas fonctionné.
I can't believe that just worked.,Je n'arrive pas à croire que ça vienne de fonctionner.
I can't believe they made us pay.,Je n'arrive pas à croire qu'ils nous aient fait payer.
I can't believe they made us pay.,Je n'arrive pas à croire qu'elles nous aient fait payer.
I can't believe we fell for that.,Je n'arrive pas à croire que nous nous soyons fait berner par cela.
I can't believe we're doing this.,Je n'arrive pas à croire que nous le fassions.
I can't believe what I'm hearing.,Je n'arrive pas à croire à ce que j'entends.
I can't believe you're giving up.,Je n'arrive pas à croire que vous abandonniez.
I can't believe you're giving up.,Je n'arrive pas à croire que tu abandonnes.
I can't come up with a good idea.,Je n'arrive pas à trouver une bonne idée.
I can't do anything about it now.,Je ne peux rien y faire désormais.
